# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:16:37 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08188810 Guadalupe Rv at SH 35 nr Tivoli, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08188810
#            TS   parameter     statistic     Description
#        137060       00065     00001     Gage height, feet (Maximum)
#        137061       00065     00002     Gage height, feet (Minimum)
#        137062       00065     00003     Gage height, feet (Mean)
#        137064       72255     00002     Mean water velocity for discharge computation, feet per second (Minimum)
#        137066       00060     00001     Discharge, cubic feet per second (Maximum)
#        137067       00060     00002     Discharge, cubic feet per second (Minimum)
#        277573       72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#        325731       00060     00003     Discharge, cubic feet per second (Mean)
#        325732       72255     00003     Mean water velocity for discharge computation, feet per second (Mean)
#        325733       72255     00001     Mean water velocity for discharge computation, feet per second (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	137060_00065_00001	137060_00065_00001_cd	137061_00065_00002	137061_00065_00002_cd	137062_00065_00003	137062_00065_00003_cd	137064_72255_00002	137064_72255_00002_cd	137066_00060_00001	137066_00060_00001_cd	137067_00060_00002	137067_00060_00002_cd	277573_72137_00003	277573_72137_00003_cd	325731_00060_00003	325731_00060_00003_cd	325732_72255_00003	325732_72255_00003_cd	325733_72255_00001	325733_72255_00001_cd
USGS	08188810	2013-09-04	10.61	A	9.87	A	10.29	A	-0.01	A	303	A	-12.9	A	153	A	144	A	0.11	A	0.23	A
USGS	08188810	2013-09-05	10.70	A	10.14	A	10.38	A	-0.00	A	290	A	-2.49	A	135	A	137	A	0.10	A	0.21	A
USGS	08188810	2013-09-06	10.66	A	10.05	A	10.41	A	-0.01	A	295	A	-12.8	A	113	A	112	A	0.08	A	0.21	A
USGS	08188810	2013-09-07	10.73	A	10.13	A	10.42	A	-0.01	A	293	A	-12.7	A	114	A	106	A	0.08	A	0.21	A
USGS	08188810	2013-09-08	10.82	A	10.24	A	10.49	A	-0.01	A	289	A	-12.8	A	128	A	131	A	0.09	A	0.20	A
USGS	08188810	2013-09-09	11.25	A	10.25	A	10.75	A	-0.01	A	375	A	-13.1	A	137	A	140	A	0.10	A	0.26	A
USGS	08188810	2013-09-10	11.07	A	10.51	A	10.84	A	-0.01	A	333	A	-13.3	A	149	A	149	A	0.10	A	0.23	A
USGS	08188810	2013-09-11	11.26	A	10.66	A	10.92	A	-0.01	A	291	A	-13.5	A	157	A	149	A	0.10	A	0.20	A
USGS	08188810	2013-09-12	11.15	A	10.70	A	10.87	A	-0.01	A	342	A	-13.0	A	170	A	160	A	0.11	A	0.24	A
USGS	08188810	2013-09-13	11.24	A	10.58	A	10.91	A	-0.01	A	374	A	-13.0	A	195	A	198	A	0.14	A	0.26	A
USGS	08188810	2013-09-14	11.42	A	10.80	A	11.09	A	-0.01	A	372	A	-13.7	A	214	A	199	A	0.14	A	0.26	A
USGS	08188810	2013-09-15	11.49	A	10.96	A	11.22	A	-0.00	A	372	A	-2.71	A	236	A	233	A	0.16	A	0.26	A
USGS	08188810	2013-09-16	11.65	A	11.18	A	11.45	A	0.12	A	373	A	173	A	246	A	281	A	0.19	A	0.25	A
USGS	08188810	2013-09-17	11.68	A	11.21	A	11.44	A	-0.01	A	387	A	-13.7	A	250	A	240	A	0.16	A	0.26	A
USGS	08188810	2013-09-18	11.47	A	11.08	A	11.30	A	0.01	A	394	A	8.11	A	252	A	259	A	0.17	A	0.26	A
USGS	08188810	2013-09-19	11.65	A	11.12	A	11.32	A	-0.01	A	385	A	-13.5	A	248	A	245	A	0.17	A	0.26	A
USGS	08188810	2013-09-20	11.79	A	11.33	A	11.57	A	-0.01	A	393	A	-14.1	A	248	A	231	A	0.15	A	0.26	A
USGS	08188810	2013-09-21	11.33	A	10.54	A	10.92	A	-0.01	A	500	A	-13.0	A	286	A	280	A	0.19	A	0.35	A
USGS	08188810	2013-09-22	11.11	A	10.69	A	10.98	A	0.01	A	508	A	7.89	A	368	A	321	A	0.22	A	0.35	A
USGS	08188810	2013-09-23	11.37	A	11.07	A	11.20	A	0.27	A	783	A	397	A	588	A	588	A	0.40	A	0.53	A
USGS	08188810	2013-09-24	11.55	A	11.26	A	11.40	A	0.49	A	929	A	727	A	798	A	823	A	0.55	A	0.63	A
USGS	08188810	2013-09-25	11.35	A	11.17	A	11.27	A	0.52	A	941	A	762	A	832	A	855	A	0.58	A	0.64	A
USGS	08188810	2013-09-26	11.45	A	10.83	A	11.24	A	0.24	A	939	A	345	A	781	A	776	A	0.53	A	0.64	A
USGS	08188810	2013-09-27	11.52	A	11.28	A	11.38	A	0.43	A	828	A	651	A	683	A	728	A	0.49	A	0.56	A
USGS	08188810	2013-09-28	11.49	A	11.06	A	11.37	A	0.01	A	689	A	19.0	A	561	A	545	A	0.37	A	0.46	A
USGS	08188810	2013-09-29	11.30	A	10.55	A	10.94	A	-0.01	A	643	A	-13.0	A	481	A	464	A	0.32	A	0.45	A
USGS	08188810	2013-09-30	11.13	A	10.52	A	10.76	A	0.01	A	602	A	18.2	A	436	A	447	A	0.31	A	0.43	A
USGS	08188810	2013-10-01	11.14	A	10.54	A	10.89	A	-0.01	A	660	A	-13.3	A	558	A	384	A	0.27	A	0.46	A
USGS	08188810	2013-10-02	12.70	A	10.93	A	11.95	A	0.26	A	2210	A	374	A	1440	A	1480	A	0.94	A	1.34	A
USGS	08188810	2013-10-03	13.14	A	12.70	A	12.86	A	1.25	A	2400	A	2070	A	2180	A	2220	A	1.34	A	1.42	A
USGS	08188810	2013-10-04	13.19	A	13.05	A	13.14	A	1.32	A	2440	A	2230	A	2270	A	2320	A	1.37	A	1.44	A
USGS	08188810	2013-10-05	13.07	A	12.54	A	12.86	A	1.12	A	2300	A	1830	A	2050	A	2080	A	1.25	A	1.36	A
USGS	08188810	2013-10-06	12.54	A	11.77	A	12.02	A	0.91	A	1970	A	1410	A	1650	A	1650	A	1.06	A	1.24	A
USGS	08188810	2013-10-07	11.77	A	11.15	A	11.39	A	0.74	A	1480	A	1080	A	1270	A	1270	A	0.85	A	0.97	A
USGS	08188810	2013-10-08	11.20	A	10.99	A	11.15	A	0.57	A	1160	A	843	A	971	A	986	A	0.67	A	0.79	A
USGS	08188810	2013-10-09	11.16	A	10.78	A	11.04	A	-0.00	A	895	A	-2.61	A	728	A	710	A	0.49	A	0.62	A
USGS	08188810	2013-10-10	11.24	A	10.76	A	11.07	A	0.09	A	935	A	134	A	611	A	608	A	0.42	A	0.64	A
USGS	08188810	2013-10-11	11.30	A	10.78	A	11.09	A	0.09	A	846	A	125	A	556	A	566	A	0.39	A	0.57	A
USGS	08188810	2013-10-12	11.41	A	10.66	A	11.07	A	0.07	A	851	A	102	A	556	A	564	A	0.39	A	0.58	A
USGS	08188810	2013-10-13	11.28	A	10.63	A	10.98	A	0.01	A	1010	A	18.4	A	576	A	590	A	0.41	A	0.70	A
USGS	08188810	2013-10-14	11.27	A	10.55	A	11.03	A	-0.00	A	861	A	-2.57	A	586	A	570	A	0.39	A	0.60	A
USGS	08188810	2013-10-15	11.26	A	10.73	A	11.07	A	0.06	A	848	A	92.7	A	659	A	596	A	0.41	A	0.57	A
USGS	08188810	2013-10-16	11.58	A	10.78	A	11.14	A	0.14	A	1700	A	197	A	1180	A	1130	A	0.77	A	1.12	A
USGS	08188810	2013-10-17	12.07	A	11.56	A	11.75	A	1.10	A	2030	A	1660	A	1790	A	1820	A	1.18	A	1.30	A
USGS	08188810	2013-10-18	12.74	A	12.07	A	12.44	A	1.22	A	2290	A	1930	A	2100	A	2100	A	1.30	A	1.39	A
USGS	08188810	2013-10-19	12.73	A	12.51	A	12.63	A	1.31	A	2390	A	2160	A	2240	A	2280	A	1.39	A	1.48	A
USGS	08188810	2013-10-20	12.64	A	12.44	A	12.56	A	1.25	A	2290	A	2030	A	2150	A	2160	A	1.33	A	1.40	A
USGS	08188810	2013-10-21	12.55	A	12.35	A	12.47	A	1.18	A	2140	A	1910	A	2000	A	2000	A	1.24	A	1.32	A
USGS	08188810	2013-10-22	12.37	A	11.88	A	12.09	A	1.11	A	2070	A	1720	A	1840	A	1860	A	1.18	A	1.32	A
USGS	08188810	2013-10-23	11.92	A	11.57	A	11.81	A	0.96	A	1780	A	1470	A	1600	A	1620	A	1.05	A	1.15	A
USGS	08188810	2013-10-24	11.57	A	11.23	A	11.50	A	0.79	A	1560	A	1190	A	1320	A	1340	A	0.89	A	1.03	A
USGS	08188810	2013-10-25	11.43	A	11.17	A	11.27	A	0.53	A	1220	A	793	A	1070	A	1040	A	0.71	A	0.83	A
USGS	08188810	2013-10-26	11.59	A	11.15	A	11.37	A	0.54	A	1040	A	813	A	942	A	947	A	0.64	A	0.71	A
USGS	08188810	2013-10-27	11.47	A	10.75	A	11.14	A	0.09	A	1040	A	123	A	818	A	826	A	0.56	A	0.71	A
USGS	08188810	2013-10-28	11.38	A	10.68	A	11.06	A	0.19	A	932	A	277	A	711	A	686	A	0.47	A	0.64	A
USGS	08188810	2013-10-29	11.31	A	10.77	A	11.14	A	0.15	A	909	A	211	A	667	A	676	A	0.46	A	0.62	A
USGS	08188810	2013-10-30	11.76	A	11.09	A	11.52	A	0.15	A	866	A	223	A	690	A	672	A	0.45	A	0.58	A
USGS	08188810	2013-10-31	11.90	A	11.49	A	11.69	A	0.43	A	942	A	654	A	786	A	807	A	0.53	A	0.62	A
USGS	08188810	2013-11-01	11.52	A	11.08	A	11.35	A	0.29	A	1020	A	420	A	810	A	817	A	0.55	A	0.69	A
USGS	08188810	2013-11-02	11.08	A	10.45	A	10.68	A	0.39	A	972	A	552	A	869	A	759	A	0.54	A	0.69	A
USGS	08188810	2013-11-03	12.14	A	10.63	A	11.57	A	0.48	A	1910	A	676	A	1470	A	1470	A	0.96	A	1.22	A
USGS	08188810	2013-11-04	13.37	A	12.14	A	12.78	A	1.17	A	2590	A	1840	A	2180	A	2200	A	1.33	A	1.50	A
USGS	08188810	2013-11-05	13.75	A	13.36	A	13.63	A	1.36	A	2680	A	2410	A	2530	A	2550	A	1.45	A	1.53	A
USGS	08188810	2013-11-06	13.76	A	13.46	A	13.67	A	1.39	A	2820	A	2450	A	2630	A	2610	A	1.49	A	1.62	A
USGS	08188810	2013-11-07	13.55	A	13.42	A	13.50	A	1.46	A	2790	A	2540	A	2670	A	2670	A	1.54	A	1.61	A
USGS	08188810	2013-11-08	13.58	A	13.42	A	13.50	A	1.41	A	2810	A	2460	A	2630	A	2640	A	1.52	A	1.62	A
USGS	08188810	2013-11-09	13.56	A	13.36	A	13.48	A	1.40	A	2660	A	2440	A	2570	A	2570	A	1.48	A	1.53	A
USGS	08188810	2013-11-10	13.39	A	13.16	A	13.32	A	1.39	A	2620	A	2390	A	2510	A	2510	A	1.46	A	1.52	A
USGS	08188810	2013-11-11	13.17	A	12.91	A	13.06	A	1.40	A	2570	A	2350	A	2460	A	2460	A	1.46	A	1.52	A
USGS	08188810	2013-11-12	12.91	A	12.48	A	12.72	A	1.34	A	2490	A	2220	A	2360	A	2370	A	1.44	A	1.50	A
USGS	08188810	2013-11-13	12.66	A	12.52	A	12.61	A	1.31	A	2400	A	2140	A	2250	A	2250	A	1.38	A	1.48	A
USGS	08188810	2013-11-14	12.65	A	12.59	A	12.62	A	1.23	A	2290	A	2020	A	2140	A	2130	A	1.30	A	1.40	A
USGS	08188810	2013-11-15	12.70	A	12.58	A	12.63	A	1.19	A	2170	A	1960	A	2050	A	2040	A	1.25	A	1.32	A
USGS	08188810	2013-11-16	12.66	A	12.47	A	12.57	A	1.15	A	2070	A	1870	A	1960	A	1970	A	1.21	A	1.27	A
USGS	08188810	2013-11-17	12.60	A	12.31	A	12.47	A	1.09	A	1980	A	1780	A	1860	A	1860	A	1.15	A	1.22	A
USGS	08188810	2013-11-18	12.42	A	12.06	A	12.27	A	1.02	A	1870	A	1600	A	1730	A	1740	A	1.09	A	1.17	A
USGS	08188810	2013-11-19	12.18	A	12.06	A	12.12	A	0.87	A	1730	A	1370	A	1530	A	1520	A	0.96	A	1.10	A
USGS	08188810	2013-11-20	12.33	A	12.07	A	12.16	A	0.80	A	1470	A	1260	A	1370	A	1350	A	0.86	A	0.94	A
USGS	08188810	2013-11-21	12.26	A	11.89	A	12.12	A	0.77	A	1380	A	1220	A	1300	A	1290	A	0.82	A	0.89	A
USGS	08188810	2013-11-22	11.90	A	10.76	A	11.41	A	0.77	A	1420	A	1190	A	1280	A	1290	A	0.87	A	0.95	A
USGS	08188810	2013-11-23	10.79	A	10.62	A	10.70	A	0.78	A	1320	A	1100	A	1190	A	1190	A	0.85	A	0.93	A
USGS	08188810	2013-11-24	11.01	A	10.70	A	10.92	A	0.68	A	1160	A	980	A	1090	A	1080	A	0.75	A	0.81	A
USGS	08188810	2013-11-25	11.14	A	10.88	A	11.00	A	0.66	A	1140	A	958	A	1050	A	1040	A	0.72	A	0.80	A
USGS	08188810	2013-11-26	11.05	A	10.53	A	10.81	A	0.64	A	1200	A	929	A	1090	A	1100	A	0.77	A	0.85	A
USGS	08188810	2013-11-27	10.79	A	10.33	A	10.50	A	0.77	A	1210	A	1070	A	1120	A	1140	A	0.82	A	0.87	A
USGS	08188810	2013-11-28	10.56	A	10.36	A	10.44	A	0.73	A	1180	A	1020	A	1080	A	1090	A	0.79	A	0.85	A
USGS	08188810	2013-11-29	10.87	A	10.50	A	10.73	A	0.66	A	1120	A	937	A	1050	A	1020	A	0.72	A	0.80	A
USGS	08188810	2013-11-30	10.96	A	10.83	A	10.91	A	0.71	A	1200	A	1020	A	1100	A	1110	A	0.78	A	0.83	A
USGS	08188810	2013-12-01	10.88	A	10.64	A	10.74	A	0.76	A	1200	A	1080	A	1130	A	1140	A	0.80	A	0.85	A
USGS	08188810	2013-12-02	10.84	A	10.63	A	10.73	A	0.71	A	1180	A	1020	A	1110	A	1110	A	0.79	A	0.84	A
USGS	08188810	2013-12-03	10.85	A	10.62	A	10.76	A	0.67	A	1170	A	950	A	1070	A	1070	A	0.75	A	0.83	A
USGS	08188810	2013-12-04	10.97	A	10.71	A	10.82	A	0.66	A	1070	A	941	A	1010	A	1000	A	0.70	A	0.75	A
USGS	08188810	2013-12-05	11.01	A	10.19	A	10.68	A	0.62	A	1100	A	893	A	999	A	1000	A	0.71	A	0.80	A
USGS	08188810	2013-12-06	10.37	A	9.96	A	10.18	A	0.67	A	1100	A	921	A	1000	A	1010	A	0.74	A	0.83	A
USGS	08188810	2013-12-07	10.32	A	10.02	A	10.17	A	0.62	A	1000	A	845	A	951	A	946	A	0.70	A	0.74	A
USGS	08188810	2013-12-08	10.45	A	10.06	A	10.26	A	0.56	A	987	A	774	A	873	A	869	A	0.64	A	0.74	A
USGS	08188810	2013-12-09	10.64	A	10.34	A	10.49	A	0.53	A	972	A	744	A	872	A	844	A	0.61	A	0.71	A
USGS	08188810	2013-12-10	10.62	A	10.06	A	10.37	A	0.60	A	1120	A	828	A	941	A	973	A	0.71	A	0.83	A
USGS	08188810	2013-12-11	10.56	A	10.27	A	10.39	A	0.58	A	1010	A	797	A	892	A	902	A	0.66	A	0.73	A
USGS	08188810	2013-12-12	10.38	A	10.20	A	10.30	A	0.46	A	906	A	620	A	787	A	809	A	0.59	A	0.66	A
USGS	08188810	2013-12-13	10.54	A	9.91	A	10.28	A	0.01	A	860	A	7.37	A	639	A	609	A	0.44	A	0.63	A
USGS	08188810	2013-12-14	10.69	A	9.44	A	10.14	A	0.21	A	903	A	290	A	618	A	630	A	0.47	A	0.66	A
USGS	08188810	2013-12-15	10.25	A	9.75	A	9.99	A	0.14	A	922	A	184	A	654	A	640	A	0.48	A	0.68	A
USGS	08188810	2013-12-16	10.14	A	9.65	A	9.91	A	0.29	A	980	A	371	A	711	A	717	A	0.54	A	0.73	A
USGS	08188810	2013-12-17	10.18	A	9.66	A	9.93	A	0.33	A	969	A	431	A	707	A	707	A	0.53	A	0.72	A
USGS	08188810	2013-12-18	10.31	A	9.75	A	10.02	A	0.26	A	944	A	347	A	686	A	674	A	0.50	A	0.70	A
USGS	08188810	2013-12-19	10.39	A	9.80	A	10.18	A	0.12	A	926	A	162	A	689	A	709	A	0.52	A	0.68	A
USGS	08188810	2013-12-20	10.66	A	9.80	A	10.38	A	0.03	A	958	A	37.9	A	673	A	657	A	0.48	A	0.69	A
USGS	08188810	2013-12-21	11.22	A	10.19	A	10.69	A	0.01	A	965	A	17.8	A	679	A	713	A	0.50	A	0.69	A
USGS	08188810	2013-12-22	10.83	A	9.72	A	10.29	A	0.02	A	1000	A	26.7	A	717	A	712	A	0.52	A	0.74	A
USGS	08188810	2013-12-23	10.32	A	9.64	A	10.12	A	0.01	A	976	A	17.3	A	723	A	753	A	0.56	A	0.73	A
USGS	08188810	2013-12-24	10.44	A	9.68	A	10.19	A	-0.01	A	975	A	-12.4	A	723	A	699	A	0.51	A	0.71	A
USGS	08188810	2013-12-25	10.49	A	9.84	A	10.33	A	0.02	A	947	A	27.2	A	720	A	738	A	0.54	A	0.69	A
USGS	08188810	2013-12-26	10.48	A	9.89	A	10.32	A	0.06	A	974	A	86.7	A	721	A	711	A	0.52	A	0.71	A
USGS	08188810	2013-12-27	10.44	A	9.86	A	10.25	A	0.06	A	974	A	86.2	A	764	A	748	A	0.55	A	0.71	A
USGS	08188810	2013-12-28	10.49	A	9.88	A	10.29	A	0.09	A	999	A	117	A	786	A	792	A	0.58	A	0.73	A
USGS	08188810	2013-12-29	10.52	A	9.90	A	10.35	A	0.06	A	1010	A	76.9	A	782	A	790	A	0.57	A	0.73	A
USGS	08188810	2013-12-30	10.31	A	9.32	A	9.87	A	0.12	A	1050	A	161	A	770	A	796	A	0.60	A	0.79	A
USGS	08188810	2013-12-31	10.33	A	9.61	A	10.09	A	-0.00	A	1020	A	-2.37	A	749	A	756	A	0.56	A	0.75	A
USGS	08188810	2014-01-01	10.26	A	9.69	A	10.09	A	0.02	A	948	A	26.6	A	733	A	729	A	0.54	A	0.70	A
USGS	08188810	2014-01-02	10.29	A	9.26	A	9.81	A	0.23	A	926	A	284	A	739	A	773	A	0.59	A	0.70	A
USGS	08188810	2014-01-03	10.30	A	9.58	A	10.07	A	0.02	A	956	A	26.3	A	742	A	728	A	0.54	A	0.70	A
USGS	08188810	2014-01-04	10.46	A	9.83	A	10.23	A	-0.05	A	942	A	-61.8	A	729	A	712	A	0.52	A	0.69	A
USGS	08188810	2014-01-05	10.60	A	9.42	A	10.04	A	0.25	A	959	A	326	A	744	A	771	A	0.58	A	0.72	A
USGS	08188810	2014-01-06	9.99	A	9.24	A	9.70	A	0.12	A	1000	A	156	A	747	A	753	A	0.58	A	0.76	A
USGS	08188810	2014-01-07	10.07	A	9.40	A	9.80	A	0.09	A	1010	A	112	A	760	A	777	A	0.59	A	0.77	A
USGS	08188810	2014-01-08	10.46	A	9.70	A	10.13	A	0.04	A	1040	A	45.8	A	767	A	756	A	0.56	A	0.77	A
USGS	08188810	2014-01-09	10.56	A	9.98	A	10.42	A	0.01	A	988	A	17.3	A	767	A	761	A	0.55	A	0.71	A
USGS	08188810	2014-01-10	10.64	A	10.20	A	10.40	A	0.52	A	914	A	708	A	806	A	810	A	0.59	A	0.66	A
USGS	08188810	2014-01-11	10.42	A	9.99	A	10.21	A	0.53	A	906	A	730	A	822	A	824	A	0.61	A	0.68	A
USGS	08188810	2014-01-12	10.62	A	9.55	A	10.12	A	-0.03	A	964	A	-40.3	A	789	A	761	A	0.56	A	0.70	A
USGS	08188810	2014-01-13	10.39	A	9.55	A	10.00	A	0.29	A	1030	A	380	A	778	A	804	A	0.60	A	0.76	A
USGS	08188810	2014-01-14	10.30	A	9.76	A	10.05	A	0.35	A	945	A	456	A	799	A	807	A	0.60	A	0.72	A
USGS	08188810	2014-01-15	9.85	A	9.24	A	9.58	A	0.27	A	986	A	349	A	798	A	765	A	0.59	A	0.76	A
USGS	08188810	2014-01-16	9.81	A	9.36	A	9.69	A	0.34	A	985	A	427	A	777	A	806	A	0.62	A	0.76	A
USGS	08188810	2014-01-17	9.88	A	9.37	A	9.71	A	0.24	A	882	A	310	A	748	A	748	A	0.57	A	0.68	A
USGS	08188810	2014-01-18	9.99	A	9.50	A	9.80	A	0.24	A	873	A	310	A	738	A	711	A	0.54	A	0.66	A
USGS	08188810	2014-01-19	9.89	A	9.35	A	9.76	A	0.02	A	894	A	26.1	A	738	A	749	A	0.57	A	0.69	A
USGS	08188810	2014-01-20	9.99	A	9.40	A	9.72	A	0.28	A	922	A	355	A	753	A	738	A	0.57	A	0.71	A
USGS	08188810	2014-01-21	9.52	A	8.91	A	9.29	A	0.19	A	925	A	238	A	709	A	718	A	0.57	A	0.74	A
USGS	08188810	2014-01-22	9.69	A	9.25	A	9.56	A	0.14	A	949	A	178	A	680	A	682	A	0.53	A	0.74	A
USGS	08188810	2014-01-23	9.85	A	9.08	A	9.60	A	0.15	A	888	A	185	A	690	A	677	A	0.52	A	0.69	A
USGS	08188810	2014-01-24	10.03	A	9.11	A	9.49	A	0.19	A	826	A	236	A	668	A	688	A	0.54	A	0.66	A
USGS	08188810	2014-01-25	10.16	A	9.71	A	9.97	A	0.12	A	882	A	152	A	668	A	667	A	0.50	A	0.67	A
USGS	08188810	2014-01-26	10.45	A	9.79	A	10.13	A	0.06	A	995	A	85.5	A	810	A	771	A	0.57	A	0.73	A
USGS	08188810	2014-01-27	10.45	A	9.58	A	10.07	A	0.60	A	1140	A	769	A	948	A	990	A	0.74	A	0.85	A
USGS	08188810	2014-01-28	9.83	A	9.40	A	9.59	A	0.20	A	1030	A	256	A	847	A	860	A	0.67	A	0.80	A
USGS	08188810	2014-01-29	10.15	A	9.74	A	9.97	A	0.03	A	875	A	36.7	A	677	A	645	A	0.48	A	0.66	A
USGS	08188810	2014-01-30	10.39	A	9.97	A	10.23	A	0.02	A	905	A	27.3	A	586	A	590	A	0.43	A	0.66	A
USGS	08188810	2014-01-31	10.46	A	10.02	A	10.33	A	-0.05	A	729	A	-62.2	A	572	A	573	A	0.42	A	0.53	A
USGS	08188810	2014-02-01	10.67	A	10.17	A	10.46	A	0.06	A	885	A	78.1	A	599	A	586	A	0.42	A	0.64	A
USGS	08188810	2014-02-02	10.48	A	9.27	A	9.96	A	0.31	A	999	A	388	A	628	A	670	A	0.50	A	0.72	A
USGS	08188810	2014-02-03	10.18	A	9.28	A	9.79	A	0.06	A	804	A	73.6	A	619	A	588	A	0.45	A	0.60	A
USGS	08188810	2014-02-04	10.29	A	9.57	A	10.04	A	0.02	A	1040	A	26.2	A	627	A	626	A	0.47	A	0.79	A
USGS	08188810	2014-02-05	10.31	A	9.42	A	9.95	A	0.25	A	874	A	323	A	658	A	686	A	0.52	A	0.66	A
USGS	08188810	2014-02-06	9.90	A	9.41	A	9.70	A	0.13	A	830	A	170	A	673	A	643	A	0.49	A	0.63	A
USGS	08188810	2014-02-07	10.06	A	9.38	A	9.77	A	0.22	A	836	A	278	A	660	A	680	A	0.52	A	0.63	A
USGS	08188810	2014-02-08	10.31	A	9.80	A	10.12	A	0.10	A	757	A	134	A	636	A	637	A	0.47	A	0.57	A
USGS	08188810	2014-02-09	10.32	A	9.89	A	10.16	A	0.09	A	773	A	115	A	641	A	642	A	0.47	A	0.57	A
USGS	08188810	2014-02-10	10.29	A	9.26	A	9.87	A	0.09	A	844	A	119	A	644	A	602	A	0.46	A	0.65	A
USGS	08188810	2014-02-11	9.82	A	9.42	A	9.68	A	0.01	A	834	A	16.4	A	633	A	645	A	0.50	A	0.65	A
USGS	08188810	2014-02-12	9.77	A	9.30	A	9.56	A	0.07	A	849	A	92.5	A	644	A	623	A	0.49	A	0.66	A
USGS	08188810	2014-02-13	9.89	A	9.54	A	9.80	A	0.06	A	821	A	74.0	A	635	A	658	A	0.50	A	0.63	A
USGS	08188810	2014-02-14	10.22	A	9.61	A	9.91	A	0.07	A	811	A	93.7	A	614	A	640	A	0.48	A	0.62	A
USGS	08188810	2014-02-15	10.31	A	9.65	A	10.03	A	0.02	A	779	A	26.7	A	616	A	607	A	0.45	A	0.58	A
USGS	08188810	2014-02-16	10.06	A	9.64	A	9.96	A	0.05	A	865	A	65.3	A	640	A	602	A	0.45	A	0.65	A
USGS	08188810	2014-02-17	10.10	A	9.73	A	10.02	A	0.08	A	1090	A	104	A	663	A	669	A	0.50	A	0.82	A
USGS	08188810	2014-02-18	10.34	A	9.84	A	10.04	A	0.13	A	857	A	174	A	668	A	680	A	0.51	A	0.65	A
USGS	08188810	2014-02-19	10.48	A	9.71	A	10.19	A	0.06	A	839	A	85.5	A	656	A	666	A	0.49	A	0.63	A
USGS	08188810	2014-02-20	10.49	A	9.96	A	10.28	A	0.11	A	796	A	146	A	651	A	662	A	0.49	A	0.58	A
USGS	08188810	2014-02-21	10.66	A	9.91	A	10.31	A	0.10	A	840	A	137	A	623	A	612	A	0.45	A	0.63	A
USGS	08188810	2014-02-22	10.55	A	10.01	A	10.38	A	0.06	A	766	A	87.6	A	613	A	616	A	0.45	A	0.56	A
USGS	08188810	2014-02-23	10.51	A	9.97	A	10.39	A	0.15	A	745	A	205	A	619	A	618	A	0.45	A	0.54	A
USGS	08188810	2014-02-24	10.61	A	9.81	A	10.31	A	0.15	A	853	A	202	A	626	A	634	A	0.46	A	0.63	A
USGS	08188810	2014-02-25	10.43	A	10.00	A	10.30	A	0.09	A	797	A	127	A	637	A	634	A	0.46	A	0.58	A
USGS	08188810	2014-02-26	10.37	A	9.18	A	9.63	A	0.12	A	852	A	146	A	644	A	642	A	0.50	A	0.67	A
USGS	08188810	2014-02-27	10.39	A	9.74	A	10.18	A	0.06	A	769	A	78.1	A	628	A	631	A	0.47	A	0.57	A
USGS	08188810	2014-02-28	10.64	A	10.19	A	10.41	A	0.32	A	811	A	432	A	634	A	664	A	0.48	A	0.59	A
USGS	08188810	2014-03-01	10.68	A	10.15	A	10.50	A	0.15	A	790	A	207	A	636	A	629	A	0.45	A	0.57	A
USGS	08188810	2014-03-02	10.75	A	9.18	A	10.38	A	0.12	A	931	A	158	A	649	A	646	A	0.47	A	0.71	A
USGS	08188810	2014-03-03	9.87	A	8.91	A	9.44	A	0.23	A	888	A	276	A	647	A	677	A	0.53	A	0.71	A
USGS	08188810	2014-03-04	10.07	A	9.35	A	9.82	A	0.06	A	811	A	74.7	A	616	A	551	A	0.42	A	0.63	A
USGS	08188810	2014-03-05	10.38	A	9.63	A	10.10	A	0.12	A	794	A	152	A	646	A	655	A	0.49	A	0.60	A
USGS	08188810	2014-03-06	10.31	A	9.74	A	10.09	A	0.21	A	826	A	278	A	677	A	692	A	0.51	A	0.61	A
USGS	08188810	2014-03-07	10.32	A	9.91	A	10.14	A	0.11	A	799	A	146	A	657	A	638	A	0.47	A	0.59	A
USGS	08188810	2014-03-08	10.22	A	9.86	A	10.12	A	0.02	A	803	A	27.0	A	627	A	605	A	0.45	A	0.60	A
USGS	08188810	2014-03-09	10.11	A	9.47	A	9.73	A	0.09	A	837	A	112	A	616	A	659	A	0.51	A	0.64	A
USGS	08188810	2014-03-10	10.14	A	9.79	A	9.98	A	0.06	A	792	A	75.8	A	644	A	613	A	0.46	A	0.60	A
USGS	08188810	2014-03-11	10.53	A	9.89	A	10.16	A	0.28	A	848	A	370	A	716	A	727	A	0.54	A	0.63	A
